name,Type,conr2,margr2,intercept,slope,30%,Limit,Timepoint
apo_a1_hdl_mg_dl,LiHep,0.998878357,0.000362614,174.5736667,-0.249833333,52.3721,122.2015667,209.6281521
isoleucine,LiHep,0.583699943,0.000132332,0.059666667,8.33E-05,0.0179,0.077566667,214.8
phosl_ldl_mg_dl,LiHep,0.998749536,0.000199954,76.68666667,-0.099416667,23.006,53.68066667,231.409891
valine,LiHep,0.680268896,0.000641974,0.259333333,0.000333333,0.0778,0.337133333,233.4
f_chol_vldl_mg_dl,LiHep,0.999013052,3.97E-05,10.72966667,-0.011,3.2189,7.510766667,292.6272727
apo_a1_mg_dl,LiHep,0.998764707,0.000165803,172.8693333,-0.15725,51.8608,121.0085333,329.7984102
f_chol_ldl_mg_dl,LiHep,0.996883661,9.35E-05,45.00033333,-0.040916667,13.5001,31.50023333,329.9413442
f_chol_ldl_1_mg_dl,LiHep,0.997426104,3.26E-05,8.076,-0.007,2.4228,5.6532,346.1142857
apo_a2_hdl_2_mg_dl,LiHep,0.996529028,4.43E-05,4.075333333,0.003416667,1.2226,5.297933333,357.8341463
chol_mg_dl,LiHep,0.998208715,0.000130665,244.2543333,-0.19575,73.2763,170.9780333,374.336143
apo_b100_apo_a1,LiHep,0.99895488,5.78E-05,0.626666667,-0.0005,0.188,0.438666667,376
apo_a1_hdl_3_mg_dl,LiHep,0.994447418,0.000149198,33.54833333,0.02525,10.0645,43.61283333,398.5940594
chol_vldl_4_mg_dl,LiHep,0.994883722,5.34E-06,4.381333333,-0.00275,1.3144,3.066933333,477.9636364
chol_hdl_1_mg_dl,LiHep,0.999224338,3.48E-06,18.10066667,-0.011083333,5.4302,12.67046667,489.9428571
vldl_particles_nmol_l,LiHep,0.999571529,7.60E-06,141.687,0.08,42.5061,184.1931,531.32625
apo_a1_hdl_2_mg_dl,LiHep,0.99910586,1.93E-05,21.317,0.011916667,6.3951,27.7121,536.6517483
apo_b_vldl_mg_dl,LiHep,0.999570029,7.37E-06,7.792333333,0.004333333,2.3377,10.13003333,539.4692308
f_chol_vldl_5_mg_dl,LiHep,0.994876111,5.38E-06,0.716733333,-0.000383333,0.21502,0.501713333,560.9217391
phosl_vldl_3_mg_dl,LiHep,0.998569012,3.15E-06,3.372,-0.001583333,1.0116,2.3604,638.9052632
phosl_hdl_mg_dl,LiHep,0.999338784,1.41E-05,87.64166667,0.036416667,26.2925,113.9341667,721.9908467
chol_vldl_5_mg_dl,LiHep,0.996093704,1.02E-06,0.718466667,-0.000216667,0.21554,0.502926667,994.8
ldl_chol_hdl_chol,LiHep,0.998897199,4.15E-06,2.298666667,-0.000583333,0.6896,1.609066667,1182.171429
phosl_vldl_5_mg_dl,LiHep,0.994410648,1.85E-06,1.500666667,-0.000333333,0.4502,1.050466667,1350.6
chol_hdl_3_mg_dl,LiHep,0.9939964,4.94E-06,12.47633333,-0.001833333,3.7429,8.733433333,2041.581818
tg_ldl_3_mg_dl,LiHep,0.999500323,1.68E-31,2.895333333,2.37E-16,0.8686,3.763933333,3.67E+15
lactate,EDTA,0.861543492,0.53945621,1.157666667,0.272583333,0.3473,1.504966667,1.274105778
acetone,EDTA,0.805994885,0.051894658,0.017866667,0.001083333,0.00536,0.023226667,4.947692308
glutamate,EDTA,0.86659392,0.023183564,0.06,0.00225,0.018,0.078,8
tg_hdl_1_mg_dl,EDTA,0.9954487,0.01613933,2.965,0.097083333,0.8895,3.8545,9.16223176
phenylalanine,EDTA,0.511898155,0.015479493,0.023733333,0.000733333,0.00712,0.030853333,9.709090909
tg_hdl_2_mg_dl,EDTA,0.996457683,0.018404478,1.530666667,0.042666667,0.4592,1.989866667,10.7625
glucose,EDTA,0.856202482,0.471492012,5.613333333,-0.135,1.684,3.929333333,12.47407407
tg_ldl_4_mg_dl,EDTA,0.997540989,0.006216925,2.918,0.0695,0.8754,3.7934,12.59568345
f_chol_ldl_6_mg_dl,EDTA,0.924727728,0.13613411,7.633666667,-0.156583333,2.2901,5.343566667,14.62543906
f_chol_vldl_2_mg_dl,EDTA,0.998234246,0.003752668,1.265666667,0.024833333,0.3797,1.645366667,15.28993289
glycine,EDTA,0.846751946,0.041647108,0.154333333,0.002916667,0.0463,0.200633333,15.87428571
chol_ldl_6_mg_dl,EDTA,0.912684979,0.089174756,27.66133333,-0.474083333,8.2984,19.36293333,17.50409562
tg_hdl_mg_dl,EDTA,0.995853507,0.012899514,10.61566667,0.176833333,3.1847,13.80036667,18.00961357
glycerol,EDTA,0.418749637,0.004988484,0.107666667,0.001766667,0.0323,0.139966667,18.28301887
phosl_ldl_6_mg_dl,EDTA,0.908447757,0.103036819,15.19166667,-0.242833333,4.5575,10.63416667,18.76801647
ldl_6_particles_nmol_l,EDTA,0.905151106,0.081427087,415.3353333,-6.622166667,124.6006,290.7347333,18.8156847
apo_b_ldl_6_mg_dl,EDTA,0.905107979,0.081351844,22.84233333,-0.364083333,6.8527,15.98963333,18.82178988
pyruvate,EDTA,0.967507063,0.015984085,0.116666667,0.00175,0.035,0.151666667,20
tg_ldl_2_mg_dl,EDTA,0.997805746,0.003359631,2.17,0.031333333,0.651,2.821,20.77659574
chol_vldl_3_mg_dl,EDTA,0.997131919,0.001415388,2.939333333,0.038,0.8818,3.821133333,23.20526316
f_chol_vldl_4_mg_dl,EDTA,0.997995731,0.002046927,1.990333333,0.025333333,0.5971,2.587433333,23.56973684
f_chol_hdl_4_mg_dl,EDTA,0.966458166,0.037789975,5.925333333,-0.073833333,1.7776,4.147733333,24.0758465
tg_vldl_1_mg_dl,EDTA,0.996257178,0.003696494,53.236,-0.659416667,15.9708,37.2652,24.21958802
phosl_ldl_4_mg_dl,EDTA,0.995182356,0.006692935,12.991,0.151583333,3.8973,16.8883,25.71061023
leucine,EDTA,0.810674314,0.0158838,0.111666667,-0.00125,0.0335,0.078166667,26.8
chol_ldl_4_mg_dl,EDTA,0.994962027,0.005843015,24.16666667,0.268333333,7.25,31.41666667,27.01863354
phosl_vldl_1_mg_dl,EDTA,0.997815573,0.002025015,7.503333333,-0.081166667,2.251,5.252333333,27.73305955
f_chol_hdl_3_mg_dl,EDTA,0.973238482,0.018352167,3.508,-0.035666667,1.0524,2.4556,29.50654206
ldl_4_particles_nmol_l,EDTA,0.995938565,0.004555326,282.847,2.851083333,84.8541,367.7011,29.76205536
apo_b_ldl_4_mg_dl,EDTA,0.995923372,0.004553092,15.556,0.15675,4.6668,20.2228,29.7722488
phosl_hdl_4_mg_dl,EDTA,0.995003021,0.044678591,32.94466667,-0.324833333,9.8834,23.06126667,30.42606465
chol_hdl_2_mg_dl,EDTA,0.998304587,0.00361119,7.663333333,0.075166667,2.299,9.962333333,30.58536585
tg_ldl_6_mg_dl,EDTA,0.969527413,0.015224264,4.819,-0.04725,1.4457,3.3733,30.5968254
chol_hdl_4_mg_dl,EDTA,0.997157271,0.018472134,23.75466667,-0.230833333,7.1264,16.62826667,30.87249097
lysine,EDTA,0.359181749,0.013036094,0.157866667,-0.001533333,0.04736,0.110506667,30.88695652
histidine,EDTA,NA,0.027623946,0.129,-0.00125,0.0387,0.0903,30.96
apo_a2_hdl_4_mg_dl,EDTA,0.994121927,0.020318599,23.181,-0.2165,6.9543,16.2267,32.12147806
f_chol_vldl_1_mg_dl,EDTA,0.997935099,0.001208283,3.123333333,-0.028333333,0.937,2.186333333,33.07058824
methionine,EDTA,0.797033477,0.032678821,0.083666667,0.00075,0.0251,0.108766667,33.46666667
tg_idl_mg_dl,EDTA,0.998283253,0.001648869,15.12866667,-0.130666667,4.5386,10.59006667,34.73418367
tg_vldl_mg_dl,EDTA,0.997707814,0.002417771,97.932,-0.811833333,29.3796,68.5524,36.1892014
f_chol_ldl_2_mg_dl,EDTA,0.995639713,0.001392001,5.9216,-0.048216667,1.77648,4.14512,36.84369167
tg_ldl_5_mg_dl,EDTA,0.993595142,0.001119593,3.088333333,0.02425,0.9265,4.014833333,38.20618557
f_chol_ldl_4_mg_dl,EDTA,0.995627831,0.00455017,7.305666667,0.056083333,2.1917,9.497366667,39.07934621
chol_vldl_2_mg_dl,EDTA,0.997131514,0.000903728,3.442666667,0.026083333,1.0328,4.475466667,39.59616613
f_chol_vldl_3_mg_dl,EDTA,0.99873432,0.00048992,1.334666667,0.0095,0.4004,1.735066667,42.14736842
tg_ldl_mg_dl,EDTA,0.99750993,0.001608396,21.417,0.15,6.4251,27.8421,42.834
chol_vldl_mg_dl,EDTA,0.998458027,0.0009906,20.40066667,0.142083333,6.1202,26.52086667,43.07472141
isoleucine,EDTA,0.553084453,0.004992257,0.061,-0.000416667,0.0183,0.0427,43.92
apo_a1_hdl_1_mg_dl,EDTA,0.999261059,0.00034617,27.28133333,0.184416667,8.1844,35.46573333,44.37993674
phosl_hdl_2_mg_dl,EDTA,0.998818174,0.00196002,12.41,0.083666667,3.723,16.133,44.49800797
tg_vldl_2_mg_dl,EDTA,0.99761782,0.000920377,15.84733333,-0.1015,4.7542,11.09313333,46.83940887
apo_b_ldl_2_mg_dl,EDTA,0.995369679,0.000926062,9.3418,-0.058066667,2.80254,6.53926,48.2641791
ldl_2_particles_nmol_l,EDTA,0.995359941,0.000920911,169.8498,-1.052983333,50.95494,118.89486,48.39102233
apo_a1_hdl_4_mg_dl,EDTA,0.996735508,0.014543914,90.92466667,-0.547333333,27.2774,63.64726667,49.83690621
phosl_vldl_mg_dl,EDTA,0.998682924,0.001225532,22.78733333,-0.132166667,6.8362,15.95113333,51.72408575
phosl_hdl_3_mg_dl,EDTA,0.995548658,0.005462874,18.724,-0.107666667,5.6172,13.1068,52.17213622
chol_idl_mg_dl,EDTA,0.997737674,0.000779211,14.868,0.084416667,4.4604,19.3284,52.83790721
f_chol_idl_mg_dl,EDTA,0.997845882,0.000706555,3.97,0.021833333,1.191,5.161,54.54961832
phosl_ldl_3_mg_dl,EDTA,0.996340958,0.001304054,11.37466667,0.06125,3.4124,14.78706667,55.71265306
tg_hdl_3_mg_dl,EDTA,0.996924624,0.00091063,2.291,0.01225,0.6873,2.9783,56.10612245
ldl_3_particles_nmol_l,EDTA,0.996623199,0.001173674,222.1383333,1.144083333,66.6415,288.7798333,58.24881637
apo_b_ldl_3_mg_dl,EDTA,0.996621972,0.001173547,12.217,0.062916667,3.6651,15.8821,58.25324503
chol_ldl_3_mg_dl,EDTA,0.996050779,0.00095128,20.758,0.106083333,6.2274,26.9854,58.70290652
alanine,EDTA,0.983709389,0.00360673,0.385666667,0.001916667,0.1157,0.501366667,60.36521739
ldl_5_particles_nmol_l,EDTA,0.984020565,0.001429356,289.0153333,-1.414,86.7046,202.3107333,61.31867044
apo_b_ldl_5_mg_dl,EDTA,0.984004823,0.001428648,15.895,-0.07775,4.7685,11.1265,61.33118971
chol_ldl_5_mg_dl,EDTA,0.980191355,0.00170341,23.181,-0.113166667,6.9543,16.2267,61.45184094
citrate,EDTA,0.622619114,0.004604647,0.103,0.0005,0.0309,0.1339,61.8
f_chol_ldl_5_mg_dl,EDTA,0.980424666,0.002377912,6.811333333,-0.032916667,2.0434,4.767933333,62.07797468
tg_ldl_1_mg_dl,EDTA,0.995397723,0.000548124,6.287666667,0.030333333,1.8863,8.173966667,62.18571429
chol_ldl_1_mg_dl,EDTA,0.995285438,0.000929459,24.19666667,0.11525,7.259,31.45566667,62.98481562
f_chol_ldl_3_mg_dl,EDTA,0.997279646,0.000852707,6.957333333,0.03175,2.0872,9.044533333,65.73858268
f_chol_vldl_5_mg_dl,EDTA,0.997205342,0.000418636,0.730466667,-0.0033,0.21914,0.511326667,66.40606061
apo_a2_mg_dl,EDTA,0.982479949,0.010350782,36.76533333,-0.163416667,11.0296,25.73573333,67.49372769
phosl_ldl_1_mg_dl,EDTA,0.994580163,0.000866826,13.70566667,0.060166667,4.1117,17.81736667,68.33850416
apo_a2_hdl_mg_dl,EDTA,0.98419922,0.00974428,37.02866667,-0.162416667,11.1086,25.92006667,68.3956901
apo_b_idl_mg_dl,EDTA,0.998408134,0.000380306,5.562,0.024,1.6686,7.2306,69.525
idl_particles_nmol_l,EDTA,0.998411291,0.000378689,101.147,0.4355,30.3441,131.4911,69.67646383
chol_ldl_2_mg_dl,EDTA,0.997533786,0.000284369,15.97166667,-0.068,4.7915,11.18016667,70.46323529
phosl_ldl_5_mg_dl,EDTA,0.981917128,0.001297857,12.39266667,-0.0515,3.7178,8.674866667,72.19029126
phosl_vldl_2_mg_dl,EDTA,0.998823253,0.000277183,3.539666667,-0.0145,1.0619,2.477766667,73.23448276
tg_vldl_4_mg_dl,EDTA,0.998263637,0.000347622,7.884333333,-0.031583333,2.3653,5.519033333,74.89076517
phosl_ldl_2_mg_dl,EDTA,0.996966329,0.000278224,8.9964,-0.034116667,2.69892,6.29748,79.1085491
phosl_hdl_1_mg_dl,EDTA,0.999278632,0.000126147,21.34233333,0.078583333,6.4027,27.74503333,81.47656416
phosl_vldl_4_mg_dl,EDTA,0.998897279,0.000237471,4.002666667,0.014666667,1.2008,5.203466667,81.87272727
chol_vldl_1_mg_dl,EDTA,0.998836816,0.000251995,8.663333333,0.03025,2.599,11.26233333,85.91735537
apo_a2_hdl_3_mg_dl,EDTA,0.986774778,0.002450089,7.608333333,-0.026416667,2.2825,5.325833333,86.40378549
tg_mg_dl,EDTA,0.998804286,0.000575383,146.6586667,-0.486416667,43.9976,102.6610667,90.45249272
ldl_1_particles_nmol_l,EDTA,0.995570858,0.000371545,240.542,0.701416667,72.1626,312.7046,102.8812166
apo_b_ldl_1_mg_dl,EDTA,0.995576636,0.000370149,13.22966667,0.0385,3.9689,17.19856667,103.0883117
phosl_vldl_5_mg_dl,EDTA,0.994930717,0.000420733,1.775666667,-0.00475,0.5327,1.242966667,112.1473684
apo_a2_hdl_2_mg_dl,EDTA,0.996122612,0.000415967,3.881,-0.010333333,1.1643,2.7167,112.6741935
ldl_particles_nmol_l,EDTA,0.99605157,0.000846625,1593.587667,-4.18675,478.0763,1115.511367,114.1879262
apo_b_ldl_mg_dl,EDTA,0.996050661,0.00084535,87.64266667,-0.230083333,26.2928,61.34986667,114.2751177
chol_hdl_3_mg_dl,EDTA,0.994268325,0.001052456,11.686,-0.027416667,3.5058,8.1802,127.8711246
vldl_particles_nmol_l,EDTA,0.999534368,0.000135446,140.8813333,0.328916667,42.2644,183.1457333,128.4957689
apo_b_vldl_mg_dl,EDTA,0.99953935,0.000134182,7.748333333,0.018,2.3245,10.07283333,129.1388889
tg_vldl_5_mg_dl,EDTA,0.998149613,0.000407417,3.300666667,-0.007666667,0.9902,2.310466667,129.1565217
apo_a2_hdl_1_mg_dl,EDTA,0.999350985,4.74E-05,3.007,0.006583333,0.9021,3.9091,137.0278481
valine,EDTA,0.55992881,0.002982054,0.269,-0.000583333,0.0807,0.1883,138.3428571
apo_a1_hdl_mg_dl,EDTA,0.998295982,0.000712609,168.218,-0.344833333,50.4654,117.7526,146.3472209
hdl_chol_mg_dl,EDTA,0.998992506,0.000229638,61.26966667,-0.11375,18.3809,42.88876667,161.5903297
apo_a1_hdl_3_mg_dl,EDTA,0.995249674,0.000763344,31.82466667,-0.057833333,9.5474,22.27726667,165.0847262
ldl_chol_mg_dl,EDTA,0.997370181,0.000277434,135.977,-0.230666667,40.7931,95.1839,176.8486994
tyrosine,EDTA,0.837727792,0.000448427,0.053666667,-8.33E-05,0.0161,0.037566667,193.2
apo_a1_mg_dl,EDTA,0.998557832,0.000448212,167.762,-0.253916667,50.3286,117.4334,198.2091237
phosl_hdl_mg_dl,EDTA,0.99942883,0.000180688,85.33566667,-0.128916667,25.6007,59.73496667,198.5833226
glutamine,EDTA,0.9004953,0.001334815,0.779,-0.001166667,0.2337,0.5453,200.3142857
total_particles_apo_b_nmol_l,EDTA,0.995999517,0.000321044,1896.827,-2.823333333,569.0481,1327.7789,201.5518654
apo_b100_mg_dl,EDTA,0.996002234,0.000320221,104.32,-0.155083333,31.296,73.024,201.8011822
f_chol_ldl_mg_dl,EDTA,0.997547462,0.000205463,42.90666667,-0.060916667,12.872,30.03466667,211.3050616
apo_a1_hdl_2_mg_dl,EDTA,0.999270783,9.96E-05,20.69266667,-0.0265,6.2078,14.48486667,234.2566038
f_chol_hdl_1_mg_dl,EDTA,0.998789453,3.07E-05,6.090333333,0.0075,1.8271,7.917433333,243.6133333
phosl_ldl_mg_dl,EDTA,0.998441708,0.000131659,74.79766667,-0.081,22.4393,52.35836667,277.0283951
phosl_vldl_3_mg_dl,EDTA,0.998557755,1.55E-05,3.177666667,0.003416667,0.9533,4.130966667,279.0146341
chol_vldl_4_mg_dl,EDTA,0.997138372,1.49E-05,4.289333333,0.004416667,1.2868,5.576133333,291.3509434
tg_vldl_3_mg_dl,EDTA,0.997505413,1.75E-05,11.01966667,-0.01125,3.3059,7.713766667,293.8577778
tg_hdl_4_mg_dl,EDTA,0.997838861,4.99E-05,3.865,-0.003833333,1.1595,2.7055,302.4782609
ldl_chol_hdl_chol,EDTA,0.998478026,1.96E-05,2.361333333,-0.001333333,0.7084,1.652933333,531.3
f_chol_ldl_1_mg_dl,EDTA,0.995202337,6.80E-06,7.858666667,-0.003166667,2.3576,5.501066667,744.5052632
chol_hdl_1_mg_dl,EDTA,0.999237297,1.10E-06,17.471,0.006,5.2413,22.7123,873.55
chol_vldl_5_mg_dl,EDTA,0.993539775,2.52E-06,1.079,-0.000333333,0.3237,0.7553,971.1
tg_ldl_3_mg_dl,EDTA,0.999425069,2.40E-06,2.986333333,-0.000833333,0.8959,2.090433333,1075.08
apo_b100_apo_a1,EDTA,0.997546605,1.53E-06,0.640333333,8.33E-05,0.1921,0.832433333,2305.2
chol_mg_dl,EDTA,0.998506386,3.25E-06,235.468,-0.03,70.6404,164.8276,2354.68
f_chol_hdl_2_mg_dl,EDTA,0.9931331,1.04E-06,2.669666667,0.000333333,0.8009,3.470566667,2402.7
phosl_idl_mg_dl,EDTA,0.996450481,6.91E-07,7.752,0.00075,2.3256,10.0776,3100.8
f_chol_hdl_mg_dl,EDTA,0.99637873,6.23E-07,18.19266667,-0.00175,5.4578,12.73486667,3118.742857
f_chol_vldl_mg_dl,EDTA,0.999340234,2.13E-08,10.559,-0.00025,3.1677,7.3913,12670.8
